0	0.0300928133
1	0.0295667942
2	0.0280685238
3	0.0258299031
4	0.0232131761
5	0.0206766158
6	0.0187304709
7	0.0178867965
8	0.018607334
9	0.0212538371
10	0.026045129
11	0.0330247322
12	0.0420421712
13	0.0527500458
14	0.0646178034
15	0.0769618576
16	0.0889904313
17	0.0998603112
18	0.1087416963
19	0.11488657
20	0.1176955887
21	0.1167783963
22	0.1120025537
23	0.103526909
24	0.0918161839
25	0.0776347565
26	0.0620190037
27	0.0462290305
28	0.0316820637
29	0.01987112
30	0.0122736822
31	0.0102559535
32	0.0149787392
33	0.0273111009
34	0.0477576169
35	0.0764043823
36	0.1128878349
37	0.1563891585
38	0.2056554778
39	0.2590474188
40	0.3146109633
41	0.3701699894
42	0.4234345542
43	0.472118929
44	0.5140627122
45	0.5473480597
46	0.5704062121
47	0.5821070533
48	0.5818263701
49	0.5694867464
50	0.5455695294
51	0.511096972
52	0.4675853661
53	0.4169716497
54	0.3615174776
55	0.3036960242
56	0.2460677372
57	0.1911518579
58	0.1413007118
59	0.098583564
60	0.0646862365
61	0.040831746
62	0.0277259972
63	0.0255311348
64	0.0338676103
65	0.0518444373
66	0.0781155877
67	0.1109591108
68	0.1483743926
69	0.1881920964
70	0.2281907551
71	0.2662137575
72	0.3002805822
73	0.3286865643
74	0.3500862024
75	0.3635559776
76	0.3686338009
77	0.3653334737
78	0.3541338585
79	0.3359437569
80	0.3120447083
81	0.2840150017
82	0.2536390902
83	0.2228072669
84	0.1934108909
85	0.1672386142
86	0.1458789661
87	0.1306342996
88	0.1224505249
89	0.1218662626
90	0.1289840927
91	0.1434654893
92	0.1645498584
93	0.1910968982
94	0.2216503172
95	0.254519834
96	0.2878773937
97	0.3198627178
98	0.3486926963
99	0.372768778
100	0.3907764359
101	0.401771003
102	0.4052446959
103	0.4011704511
104	0.3900192812
105	0.3727491646
106	0.3507649644
107	0.32585046
108	0.30007519
109	0.2756803579
110	0.2549494581
111	0.2400704386
112	0.2329970593
113	0.2353175501
114	0.2481386749
115	0.2719928338
116	0.3067748881
117	0.3517139893
118	0.4053838993
119	0.4657531785
120	0.5302743127
121	0.5960084592
122	0.659780183
123	0.7183544482
124	0.7686263878
125	0.8078131134
126	0.8336361613
127	0.8444831613
128	0.8395380148
129	0.818870251
130	0.7834762636
131	0.7352677027
132	0.6770052853
133	0.612179519
134	0.5448431173
135	0.4794030193
136	0.4203827064
137	0.3721677466
138	0.3387490245
139	0.3234788212
140	0.3288546957
141	0.3563449877
142	0.4062677347
143	0.4777319712
144	0.568646908
145	0.6758005692
146	0.7950053187
147	0.9213036014
148	1.0492234009
149	1.1730696358
150	1.287235189
151	1.3865136799
152	1.4663955587
153	1.523329694
154	1.5549343247
155	1.5601439755
156	1.5392825435
157	1.4940570446
158	1.4274712079
159	1.3436629419
160	1.2476743606
161	1.1451672692
162	1.0421004794
163	0.9443878476
164	0.8575573104
165	0.7864313518
166	0.7348482256
167	0.7054409571
168	0.6994877592
169	0.7168432464
170	0.7559549602
171	0.8139645267
172	0.8868875864
173	0.9698617796
174	1.0574478496
175	1.1439656071
176	1.2238442961
177	1.291965955
178	1.3439807459
179	1.3765749053
180	1.3876748522
